"Four-Year Graduation Rates, 2011-12"
"All Districts, English Learner Status"

"",,,"Graduates",
"Madison School District","Non-ELL","*","*","*"
"Madison School District","ELL","*","*","*"
"Manchester School District","Non-ELL",502,367,73.1
"Manchester School District","ELL",16,12,75.0
"Meriden School District","Non-ELL",554,399,72.0
"Meriden School District","ELL",73,37,50.7
"Middletown School District","Non-ELL","*","*","*"
"Middletown School District","ELL","*","*","*"
"Milford School District","Non-ELL",507,436,86.0
"Milford School District","ELL",8,7,87.5
"Monroe School District","Non-ELL",339,334,98.5
"Montville School District","Non-ELL",213,183,85.9
"Montville School District","ELL",10,10,100.0
"Naugatuck School District","Non-ELL",361,304,84.2
"Naugatuck School District","ELL",7,6,85.7
"New Britain School District","Non-ELL",544,348,64.0
"New Britain School District","ELL",120,54,45.0
"New Canaan School District","Non-ELL","*","*","*"
"New Canaan School District","ELL","*","*","*"
"New Fairfield School District","Non-ELL","*","*","*"
"New Fairfield School District","ELL","*","*","*"
"New Haven School District","Non-ELL",1186,853,71.9
"New Haven School District","ELL",146,91,62.3
"New London School District","Non-ELL",186,116,62.4
"New London School District","ELL",53,32,60.4
"New Milford School District","Non-ELL","*","*","*"
"New Milford School District","ELL","*","*","*"
"Newington School District","Non-ELL",329,293,89.1
"Newington School District","ELL",9,8,88.9
"Newtown School District","Non-ELL","*","*","*"
"Newtown School District","ELL","*","*","*"
"North Branford School District","Non-ELL","*","*","*"
"North Branford School District","ELL","*","*","*"
"North Haven School District","Non-ELL","*","*","*"
"North Haven School District","ELL","*","*","*"
"North Stonington School District","Non-ELL",54,47,87.0
"Norwalk School District","Non-ELL",792,689,87.0
"Norwalk School District","ELL",81,52,64.2
"Norwich Free Academy District","Non-ELL",615,536,87.2
"Norwich Free Academy District","ELL",30,19,63.3
"Norwich School District","Non-ELL",67,15,22.4
"Old Saybrook School District","Non-ELL","*","*","*"
"Old Saybrook School District","ELL","*","*","*"
"Oxford School District","Non-ELL",146,134,91.8
"Plainfield School District","Non-ELL","*","*","*"
"Plainfield School District","ELL","*","*","*"
"Plainville School District","Non-ELL","*","*","*"
"Plainville School District","ELL","*","*","*"
"Plymouth School District","Non-ELL",139,117,84.2
"Portland School District","Non-ELL","*","*","*"
"Portland School District","ELL","*","*","*"
"Putnam School District","Non-ELL","*","*","*"
"Putnam School District","ELL","*","*","*"
"Regional School District 01","Non-ELL",140,132,94.3
"Regional School District 04","Non-ELL","*","*","*"
"Regional School District 04","ELL","*","*","*"
"Regional School District 05","Non-ELL","*","*","*"
"Regional School District 05","ELL","*","*","*"
"Regional School District 06","Non-ELL","*","*","*"
"Regional School District 06","ELL","*","*","*"
"Regional School District 07","Non-ELL","*","*","*"
"Regional School District 07","ELL","*","*","*"
"Regional School District 08","Non-ELL","*","*","*"
"Regional School District 08","ELL","*","*","*"
"Regional School District 09","Non-ELL","*","*","*"
"Regional School District 09","ELL","*","*","*"
"Regional School District 10","Non-ELL",230,221,96.1
"Regional School District 11","Non-ELL",42,40,95.2
"Regional School District 12","Non-ELL","*","*","*"
"Regional School District 12","ELL","*","*","*"
"Regional School District 13","Non-ELL",142,138,97.2
"Regional School District 14","Non-ELL","*","*","*"
"Regional School District 14","ELL","*","*","*"
"Regional School District 15","Non-ELL","*","*","*"
"Regional School District 15","ELL","*","*","*"
"Regional School District 16","Non-ELL","*","*","*"
"Regional School District 16","ELL","*","*","*"
"Regional School District 17","Non-ELL",190,178,93.7
"Regional School District 18","Non-ELL",104,101,97.1
"Regional School District 19","Non-ELL","*","*","*"
"Regional School District 19","ELL","*","*","*"
"Ridgefield School District","Non-ELL",443,435,98.2
"Rocky Hill School District","Non-ELL","*","*","*"
"Rocky Hill School District","ELL","*","*","*"
"Seymour School District","Non-ELL","*","*","*"
"Seymour School District","ELL","*","*","*"
"Shelton School District","Non-ELL",422,"*","*"
"Shelton School District","ELL",6,"*","*"
"Simsbury School District","Non-ELL","*","*","*"
"Simsbury School District","ELL","*","*","*"
"Somers School District","Non-ELL","*","*","*"
"Somers School District","ELL","*","*","*"
"South Windsor School District","Non-ELL",380,"*","*"
"South Windsor School District","ELL",6,"*","*"
"Southington School District","Non-ELL",491,"*","*"
"Southington School District","ELL",7,"*","*"
"Stafford School District","Non-ELL",142,125,88.0
"Stamford Academy District","Non-ELL","*","*","*"
"Stamford Academy District","ELL","*","*","*"
"Stamford School District","Non-ELL",1033,914,88.5
"Stamford School District","ELL",153,97,63.4
"Stonington School District","Non-ELL",182,168,92.3
"Stratford School District","Non-ELL",563,488,86.7
"Stratford School District","ELL",22,18,81.8
"Suffield School District","Non-ELL",207,188,90.8
"The Bridge Academy District","Non-ELL",42,32,76.2
"The Gilbert School District","Non-ELL","*","*","*"
"The Gilbert School District","ELL","*","*","*"
"Thomaston School District","Non-ELL","*","*","*"
"Thomaston School District","ELL","*","*","*"
"Thompson School District","Non-ELL",101,86,85.1
"Tolland School District","Non-ELL",230,222,96.5
"Torrington School District","Non-ELL",288,232,80.6
"Torrington School District","ELL",13,8,61.5
"Trumbull School District","Non-ELL",534,521,97.6
"Trumbull School District","ELL",9,7,77.8
"Unified School District #1","Non-ELL",512,"*","*"
"Unified School District #1","ELL",19,"*","*"
"Unified School District #2","Non-ELL",59,12,20.3
"Vernon School District","Non-ELL",254,208,81.9
"Vernon School District","ELL",12,10,83.3
"Wallingford School District","Non-ELL",519,480,92.5
"Wallingford School District","ELL",18,16,88.9
"Waterbury School District","Non-ELL",1113,713,64.1
"Waterbury School District","ELL",163,86,52.8
"Waterford School District","Non-ELL","*","*","*"
"Waterford School District","ELL","*","*","*"
"Watertown School District","Non-ELL","*","*","*"
"Watertown School District","ELL","*","*","*"
"West Hartford School District","Non-ELL",717,669,93.3
"West Hartford School District","ELL",36,29,80.6
"West Haven School District","Non-ELL",367,264,71.9
"West Haven School District","ELL",24,18,75.0
"Westbrook School District","Non-ELL",82,75,91.5
"Weston School District","Non-ELL",191,190,99.5
"Westport School District","Non-ELL","*","*","*"
"Westport School District","ELL","*","*","*"
"Wethersfield School District","Non-ELL",281,254,90.4
"Wethersfield School District","ELL",11,10,90.9
"Wilton School District","Non-ELL","*","*","*"
"Wilton School District","ELL","*","*","*"
"Windham School District","Non-ELL",136,101,74.3
"Windham School District","ELL",45,26,57.8
"Windsor Locks School District","Non-ELL","*","*","*"
"Windsor Locks School District","ELL","*","*","*"
"Windsor School District","Non-ELL",315,"*","*"
"Windsor School District","ELL",6,"*","*"
"Wolcott School District","Non-ELL",219,205,93.6
"Woodstock Academy District","Non-ELL","*","*","*"
"Woodstock Academy District","ELL","*","*","*"

