"Four-Year Graduation Rates, 2012-13"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"Regional School District 17","ELL","*","*","*","*","*"
"Regional School District 17","Non-ELL","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*"
"Ridgefield School District","ELL","*","*","*","*","*"
"Ridgefield School District","Non-ELL","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*"
"Shelton School District","ELL",8,"*","*","*","*"
"Shelton School District","Non-ELL",386,"*","*","*","*"
"Simsbury School District","Non-ELL",400,"*","*","*","*"
"Somers School District","ELL","*","*","*","*","*"
"Somers School District","Non-ELL","*","*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*"
"South Windsor School District","Non-ELL",380,"*","*","*","*"
"Southington School District","ELL",7,"*","*","*","*"
"Southington School District","Non-ELL",483,"*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*"
"Stamford School District","ELL",139,14,10.1,24,17.3
"Stamford School District","Non-ELL",1079,41,3.8,56,5.2
"Stonington School District","ELL","*","*","*","*","*"
"Stonington School District","Non-ELL","*","*","*","*","*"
"Stratford School District","ELL",13,"*","*","*","*"
"Stratford School District","Non-ELL",556,"*","*","*","*"
"Suffield School District","Non-ELL",220,8,3.6,8,3.6
"The Bridge Academy District","Non-ELL",36,"*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*"
"Thompson School District","Non-ELL",87,"*","*","*","*"
"Tolland School District","Non-ELL",244,"*","*","*","*"
"Torrington School District","ELL",18,"*","*","*","*"
"Torrington School District","Non-ELL",260,"*","*","*","*"
"Trumbull School District","ELL",12,"*","*","*","*"
"Trumbull School District","Non-ELL",538,"*","*","*","*"
"Unified School District #1","ELL",24,8,33.3,16,66.7
"Unified School District #1","Non-ELL",348,121,34.8,222,63.8
"Unified School District #2","ELL",9,"*","*",6,66.7
"Unified School District #2","Non-ELL",54,"*","*",30,55.6
"Vernon School District","ELL",8,"*","*","*","*"
"Vernon School District","Non-ELL",234,"*","*","*","*"
"Wallingford School District","ELL",15,"*","*","*","*"
"Wallingford School District","Non-ELL",520,"*","*","*","*"
"Waterbury School District","ELL",165,"*","*",63,38.2
"Waterbury School District","Non-ELL",1135,"*","*",309,27.2
"Waterford School District","ELL","*","*","*","*","*"
"Waterford School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"West Hartford School District","ELL",46,8,17.4,6,13.0
"West Hartford School District","Non-ELL",789,16,2.0,27,3.4
"West Haven School District","ELL",27,"*","*",10,37.0
"West Haven School District","Non-ELL",412,"*","*",89,21.6
"Westbrook School District","Non-ELL",78,"*","*","*","*"
"Weston School District","Non-ELL",208,"*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Wethersfield School District","ELL",11,"*","*","*","*"
"Wethersfield School District","Non-ELL",259,"*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Windham School District","ELL",39,6,15.4,10,25.6
"Windham School District","Non-ELL",159,14,8.8,19,11.9
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*"
"Windsor School District","Non-ELL",349,"*","*","*","*"
"Wolcott School District","Non-ELL",221,6,2.7,7,3.2
"Woodstock Academy District","ELL","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"

