"Four-Year Graduation Rates, 2016-17"
"All Districts, English Learner Status"

"",,,,"Graduates",
"New Britain School District","=""0890011""","Non-ELL",530,395,74.5
"New Britain School District","=""0890011""","ELL",137,93,67.9
"New Canaan School District","=""0900011""","Non-ELL","*","*","*"
"New Canaan School District","=""0900011""","ELL","*","*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*"
"New Haven School District","=""0930011""","Non-ELL",1320,1074,81.4
"New Haven School District","=""0930011""","ELL",196,139,70.9
"New London School District","=""0950011""","Non-ELL",171,135,78.9
"New London School District","=""0950011""","ELL",55,36,65.5
"New Milford School District","=""0960011""","Non-ELL",330,275,83.3
"New Milford School District","=""0960011""","ELL",12,6,"*"
"Newington School District","=""0940011""","Non-ELL",308,286,92.9
"Newington School District","=""0940011""","ELL",9,9,"*"
"Newtown School District","=""0970011""","Non-ELL",427,404,94.6
"North Branford School District","=""0990011""","Non-ELL","*","*","*"
"North Branford School District","=""0990011""","ELL","*","*","*"
"North Haven School District","=""1010011""","Non-ELL","*","*","*"
"North Haven School District","=""1010011""","ELL","*","*","*"
"North Stonington School District","=""1020011""","Non-ELL","*","*","*"
"North Stonington School District","=""1020011""","ELL","*","*","*"
"Norwalk School District","=""1030011""","Non-ELL",772,732,94.8
"Norwalk School District","=""1030011""","ELL",94,73,77.7
"Norwich Free Academy District","=""9010022""","Non-ELL",574,498,86.8
"Norwich Free Academy District","=""9010022""","ELL",63,54,85.7
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*"
"Old Saybrook School District","=""1060011""","ELL","*","*","*"
"Oxford School District","=""1080011""","Non-ELL","*","*","*"
"Oxford School District","=""1080011""","ELL","*","*","*"
"Path Academy District","=""2930013""","Non-ELL",53,"*","*"
"Path Academy District","=""2930013""","ELL",15,"*","*"
"Plainfield School District","=""1090011""","Non-ELL",179,152,84.9
"Plainville School District","=""1100011""","Non-ELL","*","*","*"
"Plainville School District","=""1100011""","ELL","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL","*","*","*"
"Plymouth School District","=""1110011""","ELL","*","*","*"
"Portland School District","=""1130011""","Non-ELL","*","*","*"
"Portland School District","=""1130011""","ELL","*","*","*"
"Putnam School District","=""1160011""","Non-ELL","*","*","*"
"Putnam School District","=""1160011""","ELL","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL",115,109,94.8
"Regional School District 04","=""2040012""","Non-ELL","*","*","*"
"Regional School District 04","=""2040012""","ELL","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*"
"Regional School District 05","=""2050012""","ELL","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL",112,"*","*"
"Regional School District 07","=""2070012""","Non-ELL",199,190,95.5
"Regional School District 08","=""2080012""","Non-ELL",262,245,93.5
"Regional School District 09","=""2090012""","Non-ELL","*","*","*"
"Regional School District 09","=""2090012""","ELL","*","*","*"
"Regional School District 10","=""2100012""","Non-ELL",200,189,94.5
"Regional School District 11","=""2110012""","Non-ELL",45,"*","*"
"Regional School District 12","=""2120012""","Non-ELL","*","*","*"
"Regional School District 12","=""2120012""","ELL","*","*","*"
"Regional School District 13","=""2130012""","Non-ELL","*","*","*"
"Regional School District 13","=""2130012""","ELL","*","*","*"
"Regional School District 14","=""2140012""","Non-ELL",172,164,95.3
"Regional School District 15","=""2150012""","Non-ELL","*","*","*"
"Regional School District 15","=""2150012""","ELL","*","*","*"
"Regional School District 16","=""2160012""","Non-ELL","*","*","*"
"Regional School District 16","=""2160012""","ELL","*","*","*"
"Regional School District 17","=""2170012""","Non-ELL",151,144,95.4
"Regional School District 18","=""2180012""","Non-ELL",124,115,92.7
"Regional School District 19","=""2190012""","Non-ELL","*","*","*"
"Regional School District 19","=""2190012""","ELL","*","*","*"
"Ridgefield School District","=""1180011""","Non-ELL","*","*","*"
"Ridgefield School District","=""1180011""","ELL","*","*","*"
"Rocky Hill School District","=""1190011""","Non-ELL","*","*","*"
"Rocky Hill School District","=""1190011""","ELL","*","*","*"
"Seymour School District","=""1240011""","Non-ELL",163,155,95.1
"Shelton School District","=""1260011""","Non-ELL",391,361,92.3
"Shelton School District","=""1260011""","ELL",6,6,"*"
"Simsbury School District","=""1280011""","Non-ELL","*","*","*"
"Simsbury School District","=""1280011""","ELL","*","*","*"
"Somers School District","=""1290011""","Non-ELL","*","*","*"
"Somers School District","=""1290011""","ELL","*","*","*"
"South Windsor School District","=""1320011""","Non-ELL",334,"*","*"
"South Windsor School District","=""1320011""","ELL",7,"*","*"
"Southington School District","=""1310011""","Non-ELL","*","*","*"
"Southington School District","=""1310011""","ELL","*","*","*"
"Stafford School District","=""1340011""","Non-ELL",123,112,91.1
"Stamford Academy District","=""2820013""","Non-ELL","*","*","*"
"Stamford Academy District","=""2820013""","ELL","*","*","*"
"Stamford School District","=""1350011""","Non-ELL",1040,981,94.3
"Stamford School District","=""1350011""","ELL",160,115,71.9
"Stonington School District","=""1370011""","Non-ELL","*","*","*"
"Stonington School District","=""1370011""","ELL","*","*","*"
"Stratford School District","=""1380011""","Non-ELL",502,444,88.4
"Stratford School District","=""1380011""","ELL",15,15,"*"
"Suffield School District","=""1390011""","Non-ELL",186,169,90.9
"The Bridge Academy District","=""2690013""","Non-ELL",33,"*","*"
"The Gilbert School District","=""9020022""","Non-ELL","*","*","*"
"The Gilbert School District","=""9020022""","ELL","*","*","*"
"Thomaston School District","=""1400011""","Non-ELL",63,59,93.7
"Thompson School District","=""1410011""","Non-ELL",57,50,87.7
"Tolland School District","=""1420011""","Non-ELL","*","*","*"
"Tolland School District","=""1420011""","ELL","*","*","*"
"Torrington School District","=""1430011""","Non-ELL",228,162,71.1
"Torrington School District","=""1430011""","ELL",15,9,"*"
"Trumbull School District","=""1440011""","Non-ELL",491,478,97.4
"Trumbull School District","=""1440011""","ELL",6,6,"*"
"Unified School District #1","=""3360015""","Non-ELL",376,"*","*"
"Unified School District #1","=""3360015""","ELL",14,0,"*"
"Unified School District #2","=""3470015""","Non-ELL","*","*","*"
"Unified School District #2","=""3470015""","ELL","*","*","*"
"Vernon School District","=""1460011""","Non-ELL",225,174,77.3
"Vernon School District","=""1460011""","ELL",13,8,"*"
"Wallingford School District","=""1480011""","Non-ELL",470,437,93.0
"Wallingford School District","=""1480011""","ELL",15,10,"*"
"Waterbury School District","=""1510011""","Non-ELL",1141,891,78.1
"Waterbury School District","=""1510011""","ELL",176,104,59.1
"Waterford School District","=""1520011""","Non-ELL",214,"*","*"
"Waterford School District","=""1520011""","ELL",6,"*","*"
"Watertown School District","=""1530011""","Non-ELL","*","*","*"
"Watertown School District","=""1530011""","ELL","*","*","*"
"West Hartford School District","=""1550011""","Non-ELL",742,696,93.8
"West Hartford School District","=""1550011""","ELL",33,26,78.8
"West Haven School District","=""1560011""","Non-ELL",382,289,75.7
"West Haven School District","=""1560011""","ELL",38,27,71.1
"Westbrook School District","=""1540011""","Non-ELL","*","*","*"
"Westbrook School District","=""1540011""","ELL","*","*","*"
"Weston School District","=""1570011""","Non-ELL","*","*","*"
"Weston School District","=""1570011""","ELL","*","*","*"
"Westport School District","=""1580011""","Non-ELL","*","*","*"
"Westport School District","=""1580011""","ELL","*","*","*"
"Wethersfield School District","=""1590011""","Non-ELL",265,245,92.5
"Wethersfield School District","=""1590011""","ELL",14,11,"*"
"Wilton School District","=""1610011""","Non-ELL",336,327,97.3
"Windham School District","=""1630011""","Non-ELL",101,83,82.2
"Windham School District","=""1630011""","ELL",49,38,77.6
"Windsor Locks School District","=""1650011""","Non-ELL","*","*","*"
"Windsor Locks School District","=""1650011""","ELL","*","*","*"
"Windsor School District","=""1640011""","Non-ELL",283,241,85.2
"Windsor School District","=""1640011""","ELL",10,6,"*"
"Wolcott School District","=""1660011""","Non-ELL","*","*","*"
"Wolcott School District","=""1660011""","ELL","*","*","*"
"Woodstock Academy District","=""9030022""","Non-ELL","*","*","*"
"Woodstock Academy District","=""9030022""","ELL","*","*","*"

