"Four-Year Graduation Rates, 2012-13"
"All Districts, English Learner Status"

"",,,"Graduates",,"Non-Graduates",,,
"Norwich Free Academy District","ELL",34,29,85.3,"*","*","*","*"
"Norwich Free Academy District","Non-ELL",581,470,80.9,"*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","Non-ELL","*","*","*","*","*","*","*"
"Oxford School District","ELL","*","*","*","*","*","*","*"
"Oxford School District","Non-ELL","*","*","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*","*","*"
"Plymouth School District","ELL","*","*","*","*","*","*","*"
"Plymouth School District","Non-ELL","*","*","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*","*","*"
"Portland School District","Non-ELL","*","*","*","*","*","*","*"
"Putnam School District","Non-ELL",96,74,77.1,16,16.7,6,6.3
"Regional School District 01","ELL","*","*","*","*","*","*","*"
"Regional School District 01","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 04","Non-ELL",163,155,95.1,"*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 07","Non-ELL",194,184,94.8,"*","*","*","*"
"Regional School District 08","Non-ELL",285,262,91.9,14,4.9,9,3.2
"Regional School District 09","ELL","*","*","*","*","*","*","*"
"Regional School District 09","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 10","ELL","*","*","*","*","*","*","*"
"Regional School District 10","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 11","Non-ELL",44,38,86.4,"*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 13","ELL","*","*","*","*","*","*","*"
"Regional School District 13","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 17","ELL","*","*","*","*","*","*","*"
"Regional School District 17","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*","*","*"
"Ridgefield School District","ELL","*","*","*","*","*","*","*"
"Ridgefield School District","Non-ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*","*","*"
"Shelton School District","ELL",8,7,87.5,"*","*","*","*"
"Shelton School District","Non-ELL",386,348,90.2,"*","*","*","*"
"Simsbury School District","Non-ELL",400,389,97.3,"*","*","*","*"
"Somers School District","ELL","*","*","*","*","*","*","*"
"Somers School District","Non-ELL","*","*","*","*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*","*","*"
"South Windsor School District","Non-ELL",380,"*","*","*","*","*","*"
"Southington School District","ELL",7,7,100.0,"*","*","*","*"
"Southington School District","Non-ELL",483,439,90.9,"*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*","*","*"
"Stamford School District","ELL",139,101,72.7,14,10.1,24,17.3
"Stamford School District","Non-ELL",1079,982,91.0,41,3.8,56,5.2
"Stonington School District","ELL","*","*","*","*","*","*","*"
"Stonington School District","Non-ELL","*","*","*","*","*","*","*"
"Stratford School District","ELL",13,12,92.3,"*","*","*","*"
"Stratford School District","Non-ELL",556,492,88.5,"*","*","*","*"
"Suffield School District","Non-ELL",220,204,92.7,8,3.6,8,3.6
"The Bridge Academy District","Non-ELL",36,32,88.9,"*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*","*","*"
"Thompson School District","Non-ELL",87,78,89.7,"*","*","*","*"
"Tolland School District","Non-ELL",244,229,93.9,"*","*","*","*"
"Torrington School District","ELL",18,15,83.3,"*","*","*","*"
"Torrington School District","Non-ELL",260,220,84.6,"*","*","*","*"
"Trumbull School District","ELL",12,11,91.7,"*","*","*","*"
"Trumbull School District","Non-ELL",538,527,98.0,"*","*","*","*"
"Unified School District #1","ELL",24,"*","*",8,33.3,16,66.7
"Unified School District #1","Non-ELL",348,"*","*",121,34.8,222,63.8
"Unified School District #2","ELL",9,"*","*","*","*",6,66.7
"Unified School District #2","Non-ELL",54,"*","*","*","*",30,55.6
"Vernon School District","ELL",8,6,75.0,"*","*","*","*"
"Vernon School District","Non-ELL",234,191,81.6,"*","*","*","*"
"Wallingford School District","ELL",15,12,80.0,"*","*","*","*"
"Wallingford School District","Non-ELL",520,474,91.2,"*","*","*","*"
"Waterbury School District","ELL",165,98,59.4,"*","*",63,38.2
"Waterbury School District","Non-ELL",1135,766,67.5,"*","*",309,27.2
"Waterford School District","ELL","*","*","*","*","*","*","*"
"Waterford School District","Non-ELL","*","*","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*","*","*"
"West Hartford School District","ELL",46,32,69.6,8,17.4,6,13.0
"West Hartford School District","Non-ELL",789,746,94.6,16,2.0,27,3.4
"West Haven School District","ELL",27,15,55.6,"*","*",10,37.0
"West Haven School District","Non-ELL",412,291,70.6,"*","*",89,21.6
"Westbrook School District","Non-ELL",78,75,96.2,"*","*","*","*"
"Weston School District","Non-ELL",208,206,99.0,"*","*","*","*"
"Westport School District","ELL","*","*","*","*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*","*","*"
"Wethersfield School District","ELL",11,8,72.7,"*","*","*","*"
"Wethersfield School District","Non-ELL",259,236,91.1,"*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*","*","*"
"Windham School District","ELL",39,23,59.0,6,15.4,10,25.6
"Windham School District","Non-ELL",159,126,79.2,14,8.8,19,11.9
"Windsor Locks School District","ELL","*","*","*","*","*","*","*"
"Windsor Locks School District","Non-ELL","*","*","*","*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*","*","*"
"Windsor School District","Non-ELL",349,"*","*","*","*","*","*"
"Wolcott School District","Non-ELL",221,208,94.1,6,2.7,7,3.2
"Woodstock Academy District","ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*","*","*"

