"Four-Year Graduation Rates, 2011-12"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"Monroe School District","Non-ELL",339,"*","*","*","*"
"Montville School District","Non-ELL",213,"*","*","*","*"
"Montville School District","ELL",10,"*","*","*","*"
"Naugatuck School District","Non-ELL",361,"*","*","*","*"
"Naugatuck School District","ELL",7,"*","*","*","*"
"New Britain School District","Non-ELL",544,74,13.6,122,22.4
"New Britain School District","ELL",120,18,15.0,48,40.0
"New Canaan School District","Non-ELL","*","*","*","*","*"
"New Canaan School District","ELL","*","*","*","*","*"
"New Fairfield School District","Non-ELL","*","*","*","*","*"
"New Fairfield School District","ELL","*","*","*","*","*"
"New Haven School District","Non-ELL",1186,103,8.7,230,19.4
"New Haven School District","ELL",146,9,6.2,46,31.5
"New London School District","Non-ELL",186,29,15.6,41,22.0
"New London School District","ELL",53,8,15.1,13,24.5
"New Milford School District","Non-ELL","*","*","*","*","*"
"New Milford School District","ELL","*","*","*","*","*"
"Newington School District","Non-ELL",329,"*","*","*","*"
"Newington School District","ELL",9,"*","*","*","*"
"Newtown School District","Non-ELL","*","*","*","*","*"
"Newtown School District","ELL","*","*","*","*","*"
"North Branford School District","Non-ELL","*","*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*"
"North Haven School District","Non-ELL","*","*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*"
"North Stonington School District","Non-ELL",54,"*","*","*","*"
"Norwalk School District","Non-ELL",792,25,3.2,78,9.8
"Norwalk School District","ELL",81,11,13.6,18,22.2
"Norwich Free Academy District","Non-ELL",615,"*","*",70,11.4
"Norwich Free Academy District","ELL",30,"*","*",11,36.7
"Norwich School District","Non-ELL",67,18,26.9,34,50.7
"Old Saybrook School District","Non-ELL","*","*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*"
"Oxford School District","Non-ELL",146,"*","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*"
"Plymouth School District","Non-ELL",139,11,7.9,11,7.9
"Portland School District","Non-ELL","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*"
"Putnam School District","Non-ELL","*","*","*","*","*"
"Putnam School District","ELL","*","*","*","*","*"
"Regional School District 01","Non-ELL",140,"*","*","*","*"
"Regional School District 04","Non-ELL","*","*","*","*","*"
"Regional School District 04","ELL","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*"
"Regional School District 07","Non-ELL","*","*","*","*","*"
"Regional School District 07","ELL","*","*","*","*","*"
"Regional School District 08","Non-ELL","*","*","*","*","*"
"Regional School District 08","ELL","*","*","*","*","*"
"Regional School District 09","Non-ELL","*","*","*","*","*"
"Regional School District 09","ELL","*","*","*","*","*"
"Regional School District 10","Non-ELL",230,"*","*","*","*"
"Regional School District 11","Non-ELL",42,"*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*"
"Regional School District 13","Non-ELL",142,"*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*"
"Regional School District 17","Non-ELL",190,"*","*","*","*"
"Regional School District 18","Non-ELL",104,"*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*"
"Ridgefield School District","Non-ELL",443,"*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*"
"Shelton School District","Non-ELL",422,"*","*","*","*"
"Shelton School District","ELL",6,"*","*","*","*"
"Simsbury School District","Non-ELL","*","*","*","*","*"
"Simsbury School District","ELL","*","*","*","*","*"
"Somers School District","Non-ELL","*","*","*","*","*"
"Somers School District","ELL","*","*","*","*","*"
"South Windsor School District","Non-ELL",380,"*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*"
"Southington School District","Non-ELL",491,"*","*","*","*"
"Southington School District","ELL",7,"*","*","*","*"
"Stafford School District","Non-ELL",142,"*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*"
"Stamford School District","Non-ELL",1033,50,4.8,69,6.7
"Stamford School District","ELL",153,19,12.4,37,24.2
"Stonington School District","Non-ELL",182,"*","*","*","*"
"Stratford School District","Non-ELL",563,"*","*","*","*"
"Stratford School District","ELL",22,"*","*","*","*"
"Suffield School District","Non-ELL",207,6,2.9,13,6.3
"The Bridge Academy District","Non-ELL",42,"*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*"
"Thompson School District","Non-ELL",101,"*","*","*","*"
"Tolland School District","Non-ELL",230,"*","*","*","*"
"Torrington School District","Non-ELL",288,"*","*","*","*"
"Torrington School District","ELL",13,"*","*","*","*"
"Trumbull School District","Non-ELL",534,"*","*","*","*"
"Trumbull School District","ELL",9,"*","*","*","*"
"Unified School District #1","Non-ELL",512,143,27.9,361,70.5
"Unified School District #1","ELL",19,6,31.6,12,63.2
"Unified School District #2","Non-ELL",59,8,13.6,39,66.1
"Vernon School District","Non-ELL",254,"*","*","*","*"
"Vernon School District","ELL",12,"*","*","*","*"
"Wallingford School District","Non-ELL",519,"*","*","*","*"
"Wallingford School District","ELL",18,"*","*","*","*"
"Waterbury School District","Non-ELL",1113,62,5.6,338,30.4
"Waterbury School District","ELL",163,10,6.1,67,41.1
"Waterford School District","Non-ELL","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"West Hartford School District","Non-ELL",717,"*","*","*","*"
"West Hartford School District","ELL",36,"*","*","*","*"
"West Haven School District","Non-ELL",367,"*","*",86,23.4
"West Haven School District","ELL",24,"*","*",6,25.0
"Westbrook School District","Non-ELL",82,"*","*","*","*"
"Weston School District","Non-ELL",191,"*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Wethersfield School District","Non-ELL",281,"*","*","*","*"
"Wethersfield School District","ELL",11,"*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Windham School District","Non-ELL",136,10,7.4,25,18.4
"Windham School District","ELL",45,9,20.0,10,22.2
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor School District","Non-ELL",315,"*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*"
"Wolcott School District","Non-ELL",219,7,3.2,7,3.2
"Woodstock Academy District","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"

