"Four-Year Graduation Rates, 2014-15"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"Regional School District 09","ELL","*","*","*","*","*"
"Regional School District 09","Non-ELL","*","*","*","*","*"
"Regional School District 10","ELL","*","*","*","*","*"
"Regional School District 10","Non-ELL","*","*","*","*","*"
"Regional School District 11","ELL","*","*","*","*","*"
"Regional School District 11","Non-ELL","*","*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*"
"Regional School District 13","ELL","*","*","*","*","*"
"Regional School District 13","Non-ELL","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*"
"Regional School District 17","ELL","*","*","*","*","*"
"Regional School District 17","Non-ELL","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*"
"Ridgefield School District","ELL",6,"*","*","*","*"
"Ridgefield School District","Non-ELL",440,"*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*"
"Shelton School District","ELL","*","*","*","*","*"
"Shelton School District","Non-ELL","*","*","*","*","*"
"Simsbury School District","ELL","*","*","*","*","*"
"Simsbury School District","Non-ELL","*","*","*","*","*"
"Somers School District","ELL","*","*","*","*","*"
"Somers School District","Non-ELL","*","*","*","*","*"
"South Windsor School District","ELL","*","*","*","*","*"
"South Windsor School District","Non-ELL","*","*","*","*","*"
"Southington School District","ELL","*","*","*","*","*"
"Southington School District","Non-ELL","*","*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*"
"Stamford Academy District","ELL",6,"*","*","*","*"
"Stamford Academy District","Non-ELL",42,"*","*","*","*"
"Stamford School District","ELL",166,17,10.2,25,15.1
"Stamford School District","Non-ELL",1051,49,4.7,60,5.7
"Stonington School District","ELL","*","*","*","*","*"
"Stonington School District","Non-ELL","*","*","*","*","*"
"Stratford School District","ELL",14,"*","*","*","*"
"Stratford School District","Non-ELL",521,"*","*","*","*"
"Suffield School District","ELL","*","*","*","*","*"
"Suffield School District","Non-ELL","*","*","*","*","*"
"The Bridge Academy District","ELL","*","*","*","*","*"
"The Bridge Academy District","Non-ELL","*","*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*"
"Thompson School District","ELL","*","*","*","*","*"
"Thompson School District","Non-ELL","*","*","*","*","*"
"Tolland School District","ELL","*","*","*","*","*"
"Tolland School District","Non-ELL","*","*","*","*","*"
"Torrington School District","ELL",26,"*","*","*","*"
"Torrington School District","Non-ELL",256,"*","*","*","*"
"Trumbull School District","ELL",8,"*","*","*","*"
"Trumbull School District","Non-ELL",526,"*","*","*","*"
"Unified School District #1","ELL",29,6,20.7,23,79.3
"Unified School District #1","Non-ELL",383,66,17.2,307,80.2
"Unified School District #2","ELL","*","*","*","*","*"
"Unified School District #2","Non-ELL","*","*","*","*","*"
"Vernon School District","ELL","*","*","*","*","*"
"Vernon School District","Non-ELL","*","*","*","*","*"
"Wallingford School District","ELL",9,"*","*","*","*"
"Wallingford School District","Non-ELL",493,"*","*","*","*"
"Waterbury School District","ELL",204,12,5.9,79,38.7
"Waterbury School District","Non-ELL",1140,60,5.3,262,23.0
"Waterford School District","ELL","*","*","*","*","*"
"Waterford School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"West Hartford School District","ELL",45,"*","*","*","*"
"West Hartford School District","Non-ELL",693,"*","*","*","*"
"West Haven School District","ELL",41,"*","*",7,17.1
"West Haven School District","Non-ELL",383,"*","*",69,18.0
"Westbrook School District","ELL","*","*","*","*","*"
"Westbrook School District","Non-ELL","*","*","*","*","*"
"Weston School District","ELL","*","*","*","*","*"
"Weston School District","Non-ELL","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Wethersfield School District","ELL",11,"*","*","*","*"
"Wethersfield School District","Non-ELL",273,"*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Windham School District","ELL",24,"*","*","*","*"
"Windham School District","Non-ELL",106,"*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*"
"Windsor School District","Non-ELL",304,"*","*","*","*"
"Wolcott School District","ELL","*","*","*","*","*"
"Wolcott School District","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"

