"Four-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"South Windsor School District","Non-ELL",419,"*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*"
"Southington School District","Non-ELL","*","*","*","*","*"
"Southington School District","ELL","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*"
"Stamford School District","Non-ELL",1062,74,7.0,64,6.0
"Stamford School District","ELL",127,18,14.2,19,15.0
"Stonington School District","Non-ELL","*","*","*","*","*"
"Stonington School District","ELL","*","*","*","*","*"
"Stratford School District","Non-ELL",558,"*","*","*","*"
"Stratford School District","ELL",23,"*","*","*","*"
"Suffield School District","Non-ELL",215,"*","*","*","*"
"The Bridge Academy District","Non-ELL",28,"*","*","*","*"
"The Gilbert School District","Non-ELL",75,8,10.7,9,12.0
"Thomaston School District","Non-ELL","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*"
"Thompson School District","Non-ELL",95,"*","*","*","*"
"Tolland School District","Non-ELL",224,"*","*","*","*"
"Torrington School District","Non-ELL",270,"*","*","*","*"
"Torrington School District","ELL",13,"*","*","*","*"
"Trumbull School District","Non-ELL","*","*","*","*","*"
"Trumbull School District","ELL","*","*","*","*","*"
"Unified School District #1","Non-ELL",537,168,31.3,350,65.2
"Unified School District #1","ELL",18,6,33.3,12,66.7
"Unified School District #2","Non-ELL",50,20,40.0,15,30.0
"Vernon School District","Non-ELL",282,"*","*","*","*"
"Vernon School District","ELL",8,"*","*","*","*"
"Wallingford School District","Non-ELL",546,"*","*","*","*"
"Wallingford School District","ELL",15,"*","*","*","*"
"Waterbury School District","Non-ELL",1136,"*","*",294,25.9
"Waterbury School District","ELL",173,"*","*",92,53.2
"Waterford School District","Non-ELL","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"West Hartford School District","Non-ELL",793,"*","*","*","*"
"West Hartford School District","ELL",36,"*","*","*","*"
"West Haven School District","Non-ELL",437,"*","*",107,24.5
"West Haven School District","ELL",23,"*","*",8,34.8
"Westbrook School District","Non-ELL",75,"*","*","*","*"
"Weston School District","Non-ELL",195,"*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Wethersfield School District","Non-ELL",294,"*","*","*","*"
"Wethersfield School District","ELL",11,"*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Windham School District","Non-ELL",222,36,16.2,41,18.5
"Windham School District","ELL",45,10,22.2,17,37.8
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor School District","Non-ELL","*","*","*","*","*"
"Windsor School District","ELL","*","*","*","*","*"
"Wolcott School District","Non-ELL","*","*","*","*","*"
"Wolcott School District","ELL","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"

