"Four-Year Graduation Rates, 2013-14"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"Plainfield School District","ELL","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*"
"Plymouth School District","Non-ELL","*","*","*","*","*"
"Plymouth School District","ELL","*","*","*","*","*"
"Portland School District","Non-ELL","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*"
"Putnam School District","Non-ELL","*","*","*","*","*"
"Putnam School District","ELL","*","*","*","*","*"
"Regional School District 01","Non-ELL",121,6,5.0,7,5.8
"Regional School District 04","Non-ELL","*","*","*","*","*"
"Regional School District 04","ELL","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*"
"Regional School District 07","Non-ELL",211,"*","*","*","*"
"Regional School District 08","Non-ELL","*","*","*","*","*"
"Regional School District 08","ELL","*","*","*","*","*"
"Regional School District 09","Non-ELL","*","*","*","*","*"
"Regional School District 09","ELL","*","*","*","*","*"
"Regional School District 10","Non-ELL",218,6,2.8,6,2.8
"Regional School District 11","Non-ELL",40,"*","*","*","*"
"Regional School District 12","Non-ELL",81,"*","*","*","*"
"Regional School District 13","Non-ELL",134,"*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*"
"Regional School District 16","Non-ELL",181,"*","*","*","*"
"Regional School District 17","Non-ELL","*","*","*","*","*"
"Regional School District 17","ELL","*","*","*","*","*"
"Regional School District 18","Non-ELL",108,"*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*"
"Ridgefield School District","Non-ELL","*","*","*","*","*"
"Ridgefield School District","ELL","*","*","*","*","*"
"Rocky Hill School District","Non-ELL",177,"*","*","*","*"
"Rocky Hill School District","ELL",6,"*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*"
"Shelton School District","Non-ELL","*","*","*","*","*"
"Shelton School District","ELL","*","*","*","*","*"
"Simsbury School District","Non-ELL","*","*","*","*","*"
"Simsbury School District","ELL","*","*","*","*","*"
"Somers School District","Non-ELL",131,"*","*","*","*"
"South Windsor School District","Non-ELL","*","*","*","*","*"
"South Windsor School District","ELL","*","*","*","*","*"
"Southington School District","Non-ELL","*","*","*","*","*"
"Southington School District","ELL","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*"
"Stamford Academy District","Non-ELL",57,32,56.1,11,19.3
"Stamford School District","Non-ELL",1101,64,5.8,45,4.1
"Stamford School District","ELL",99,9,9.1,15,15.2
"Stonington School District","Non-ELL",177,"*","*","*","*"
"Stratford School District","Non-ELL",637,"*","*","*","*"
"Stratford School District","ELL",9,"*","*","*","*"
"Suffield School District","Non-ELL","*","*","*","*","*"
"Suffield School District","ELL","*","*","*","*","*"
"The Bridge Academy District","Non-ELL",34,"*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*"
"Thomaston School District","Non-ELL",72,"*","*","*","*"
"Thompson School District","Non-ELL",86,"*","*","*","*"
"Tolland School District","Non-ELL",229,"*","*","*","*"
"Torrington School District","Non-ELL",266,"*","*","*","*"
"Torrington School District","ELL",6,"*","*","*","*"
"Trumbull School District","Non-ELL",547,"*","*","*","*"
"Trumbull School District","ELL",8,"*","*","*","*"
"Unified School District #1","Non-ELL","*","*","*","*","*"
"Unified School District #1","ELL","*","*","*","*","*"
"Unified School District #2","Non-ELL",65,13,20.0,34,52.3
"Vernon School District","Non-ELL",291,"*","*","*","*"
"Vernon School District","ELL",8,"*","*","*","*"
"Wallingford School District","Non-ELL",484,"*","*","*","*"
"Wallingford School District","ELL",6,"*","*","*","*"
"Waterbury School District","Non-ELL",1184,69,5.8,269,22.7
"Waterbury School District","ELL",166,9,5.4,87,52.4
"Waterford School District","Non-ELL","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"West Hartford School District","Non-ELL",723,"*","*","*","*"
"West Hartford School District","ELL",18,"*","*","*","*"
"West Haven School District","Non-ELL",411,"*","*","*","*"
"West Haven School District","ELL",13,"*","*","*","*"
"Westbrook School District","Non-ELL",72,"*","*","*","*"
"Weston School District","Non-ELL","*","*","*","*","*"
"Weston School District","ELL","*","*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Wethersfield School District","Non-ELL",299,"*","*","*","*"
"Wethersfield School District","ELL",8,"*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Windham School District","Non-ELL",143,"*","*",29,20.3
"Windham School District","ELL",40,"*","*",11,27.5
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor School District","Non-ELL",292,"*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*"
"Wolcott School District","Non-ELL","*","*","*","*","*"
"Wolcott School District","ELL","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"

