"Four-Year Graduation Rates, 2014-15"
"All Districts, English Learner Status"

"",,,"Graduates",
"East Haddam School District","Non-ELL","*","*","*"
"East Hampton School District","ELL","*","*","*"
"East Hampton School District","Non-ELL","*","*","*"
"East Hartford School District","ELL",62,45,72.6
"East Hartford School District","Non-ELL",504,453,89.9
"East Haven School District","ELL",11,7,63.6
"East Haven School District","Non-ELL",233,177,76.0
"East Lyme School District","ELL","*","*","*"
"East Lyme School District","Non-ELL","*","*","*"
"East Windsor School District","ELL","*","*","*"
"East Windsor School District","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-ELL","*","*","*"
"Ellington School District","ELL","*","*","*"
"Ellington School District","Non-ELL","*","*","*"
"Elm City College Preparatory School District","ELL","*","*","*"
"Elm City College Preparatory School District","Non-ELL","*","*","*"
"Enfield School District","ELL","*","*","*"
"Enfield School District","Non-ELL","*","*","*"
"Explorations District","ELL","*","*","*"
"Explorations District","Non-ELL","*","*","*"
"Fairfield School District","ELL",18,17,94.4
"Fairfield School District","Non-ELL",699,658,94.1
"Farmington School District","ELL","*","*","*"
"Farmington School District","Non-ELL","*","*","*"
"Glastonbury School District","ELL",10,10,100.0
"Glastonbury School District","Non-ELL",514,502,97.7
"Granby School District","ELL","*","*","*"
"Granby School District","Non-ELL","*","*","*"
"Greenwich School District","ELL",29,23,79.3
"Greenwich School District","Non-ELL",618,593,96.0
"Griswold School District","ELL","*","*","*"
"Griswold School District","Non-ELL","*","*","*"
"Groton School District","ELL",7,"*","*"
"Groton School District","Non-ELL",265,"*","*"
"Guilford School District","ELL","*","*","*"
"Guilford School District","Non-ELL","*","*","*"
"Hamden School District","ELL",16,12,75.0
"Hamden School District","Non-ELL",449,399,88.9
"Hartford School District","ELL",255,139,54.5
"Hartford School District","Non-ELL",1229,902,73.4
"Killingly School District","ELL","*","*","*"
"Killingly School District","Non-ELL","*","*","*"
"Learn","ELL","*","*","*"
"Learn","Non-ELL","*","*","*"
"Lebanon School District","ELL","*","*","*"
"Lebanon School District","Non-ELL","*","*","*"
"Ledyard School District","ELL","*","*","*"
"Ledyard School District","Non-ELL","*","*","*"
"Litchfield School District","ELL","*","*","*"
"Litchfield School District","Non-ELL","*","*","*"
"Madison School District","ELL","*","*","*"
"Madison School District","Non-ELL","*","*","*"
"Manchester School District","ELL",21,15,71.4
"Manchester School District","Non-ELL",433,352,81.3
"Meriden School District","ELL",77,55,71.4
"Meriden School District","Non-ELL",549,408,74.3
"Middletown School District","ELL",7,6,85.7
"Middletown School District","Non-ELL",308,272,88.3
"Milford School District","ELL","*","*","*"
"Milford School District","Non-ELL","*","*","*"
"Monroe School District","ELL","*","*","*"
"Monroe School District","Non-ELL","*","*","*"
"Montville School District","ELL","*","*","*"
"Montville School District","Non-ELL","*","*","*"
"Naugatuck School District","ELL",8,8,100.0
"Naugatuck School District","Non-ELL",329,280,85.1
"New Britain School District","ELL",132,80,60.6
"New Britain School District","Non-ELL",528,373,70.6
"New Canaan School District","ELL","*","*","*"
"New Canaan School District","Non-ELL","*","*","*"
"New Fairfield School District","ELL","*","*","*"
"New Fairfield School District","Non-ELL","*","*","*"
"New Haven School District","ELL",162,91,56.2
"New Haven School District","Non-ELL",1323,1024,77.4
"New London School District","ELL",44,26,59.1
"New London School District","Non-ELL",158,123,77.8
"New Milford School District","ELL",7,"*","*"
"New Milford School District","Non-ELL",364,"*","*"
"Newington School District","ELL",16,15,93.8
"Newington School District","Non-ELL",342,317,92.7
"Newtown School District","ELL","*","*","*"
"Newtown School District","Non-ELL","*","*","*"
"North Branford School District","ELL","*","*","*"
"North Branford School District","Non-ELL","*","*","*"
"North Haven School District","ELL","*","*","*"
"North Haven School District","Non-ELL","*","*","*"
"North Stonington School District","ELL","*","*","*"
"North Stonington School District","Non-ELL","*","*","*"
"Norwalk School District","ELL",83,63,75.9
"Norwalk School District","Non-ELL",793,722,91.0
"Norwich Free Academy District","ELL",54,43,79.6
"Norwich Free Academy District","Non-ELL",536,474,88.4
"Old Saybrook School District","ELL","*","*","*"
"Old Saybrook School District","Non-ELL","*","*","*"
"Oxford School District","ELL","*","*","*"
"Oxford School District","Non-ELL","*","*","*"
"Plainfield School District","ELL","*","*","*"
"Plainfield School District","Non-ELL","*","*","*"
"Plainville School District","ELL","*","*","*"
"Plainville School District","Non-ELL","*","*","*"
"Plymouth School District","ELL","*","*","*"
"Plymouth School District","Non-ELL","*","*","*"
"Portland School District","ELL","*","*","*"
"Portland School District","Non-ELL","*","*","*"
"Putnam School District","ELL","*","*","*"
"Putnam School District","Non-ELL","*","*","*"
"Regional School District 01","ELL","*","*","*"
"Regional School District 01","Non-ELL","*","*","*"
"Regional School District 04","ELL","*","*","*"
"Regional School District 04","Non-ELL","*","*","*"
"Regional School District 05","ELL","*","*","*"
"Regional School District 05","Non-ELL","*","*","*"
"Regional School District 06","ELL","*","*","*"
"Regional School District 06","Non-ELL","*","*","*"
"Regional School District 07","ELL","*","*","*"
"Regional School District 07","Non-ELL","*","*","*"
"Regional School District 08","ELL","*","*","*"
"Regional School District 08","Non-ELL","*","*","*"
"Regional School District 09","ELL","*","*","*"
"Regional School District 09","Non-ELL","*","*","*"
"Regional School District 10","ELL","*","*","*"
"Regional School District 10","Non-ELL","*","*","*"
"Regional School District 11","ELL","*","*","*"
"Regional School District 11","Non-ELL","*","*","*"
"Regional School District 12","ELL","*","*","*"
"Regional School District 12","Non-ELL","*","*","*"
"Regional School District 13","ELL","*","*","*"
"Regional School District 13","Non-ELL","*","*","*"
"Regional School District 14","ELL","*","*","*"
"Regional School District 14","Non-ELL","*","*","*"
"Regional School District 15","ELL","*","*","*"
"Regional School District 15","Non-ELL","*","*","*"
"Regional School District 16","ELL","*","*","*"
"Regional School District 16","Non-ELL","*","*","*"
"Regional School District 17","ELL","*","*","*"
"Regional School District 17","Non-ELL","*","*","*"
"Regional School District 18","ELL","*","*","*"
"Regional School District 18","Non-ELL","*","*","*"
"Regional School District 19","ELL","*","*","*"
"Regional School District 19","Non-ELL","*","*","*"
"Ridgefield School District","ELL",6,6,100.0
"Ridgefield School District","Non-ELL",440,423,96.1
"Rocky Hill School District","ELL","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*"
"Seymour School District","ELL","*","*","*"
"Seymour School District","Non-ELL","*","*","*"
"Shelton School District","ELL","*","*","*"
"Shelton School District","Non-ELL","*","*","*"
"Simsbury School District","ELL","*","*","*"
"Simsbury School District","Non-ELL","*","*","*"
"Somers School District","ELL","*","*","*"
"Somers School District","Non-ELL","*","*","*"
"South Windsor School District","ELL","*","*","*"
"South Windsor School District","Non-ELL","*","*","*"
"Southington School District","ELL","*","*","*"
"Southington School District","Non-ELL","*","*","*"
"Stafford School District","ELL","*","*","*"
"Stafford School District","Non-ELL","*","*","*"
"Stamford Academy District","ELL",6,"*","*"
"Stamford Academy District","Non-ELL",42,"*","*"
"Stamford School District","ELL",166,124,74.7
"Stamford School District","Non-ELL",1051,940,89.4
"Stonington School District","ELL","*","*","*"
"Stonington School District","Non-ELL","*","*","*"
"Stratford School District","ELL",14,13,92.9
"Stratford School District","Non-ELL",521,477,91.6
"Suffield School District","ELL","*","*","*"
"Suffield School District","Non-ELL","*","*","*"
"The Bridge Academy District","ELL","*","*","*"
"The Bridge Academy District","Non-ELL","*","*","*"
"The Gilbert School District","ELL","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*"
"Thomaston School District","ELL","*","*","*"
"Thomaston School District","Non-ELL","*","*","*"
"Thompson School District","ELL","*","*","*"
"Thompson School District","Non-ELL","*","*","*"
"Tolland School District","ELL","*","*","*"
"Tolland School District","Non-ELL","*","*","*"
"Torrington School District","ELL",26,19,73.1
"Torrington School District","Non-ELL",256,217,84.8
"Trumbull School District","ELL",8,8,100.0
"Trumbull School District","Non-ELL",526,516,98.1
"Unified School District #1","ELL",29,"*","*"
"Unified School District #1","Non-ELL",383,"*","*"
"Unified School District #2","ELL","*","*","*"
"Unified School District #2","Non-ELL","*","*","*"
"Vernon School District","ELL","*","*","*"
"Vernon School District","Non-ELL","*","*","*"
"Wallingford School District","ELL",9,8,88.9
"Wallingford School District","Non-ELL",493,460,93.3
"Waterbury School District","ELL",204,113,55.4
"Waterbury School District","Non-ELL",1140,817,71.7
"Waterford School District","ELL","*","*","*"
"Waterford School District","Non-ELL","*","*","*"
"Watertown School District","ELL","*","*","*"
"Watertown School District","Non-ELL","*","*","*"
"West Hartford School District","ELL",45,38,84.4
"West Hartford School District","Non-ELL",693,650,93.8
"West Haven School District","ELL",41,33,80.5
"West Haven School District","Non-ELL",383,296,77.3
"Westbrook School District","ELL","*","*","*"
"Westbrook School District","Non-ELL","*","*","*"
"Weston School District","ELL","*","*","*"
"Weston School District","Non-ELL","*","*","*"
"Westport School District","ELL","*","*","*"
"Westport School District","Non-ELL","*","*","*"
"Wethersfield School District","ELL",11,8,72.7
"Wethersfield School District","Non-ELL",273,250,91.6
"Wilton School District","ELL","*","*","*"
"Wilton School District","Non-ELL","*","*","*"
"Windham School District","ELL",24,20,83.3
"Windham School District","Non-ELL",106,85,80.2
"Windsor Locks School District","ELL","*","*","*"
"Windsor Locks School District","Non-ELL","*","*","*"
"Windsor School District","ELL",6,"*","*"
"Windsor School District","Non-ELL",304,"*","*"
"Wolcott School District","ELL","*","*","*"
"Wolcott School District","Non-ELL","*","*","*"
"Woodstock Academy District","ELL","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*"

