"Four-Year Graduation Rates, 2011-12"
"All Districts, English Learner Status"

"",,,"Graduates",,"Non-Graduates",,,
"Common Ground High School District","Non-ELL","*","*","*","*","*","*","*"
"Common Ground High School District","ELL","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Non-ELL",2428,2335,96.2,"*","*",86,3.5
"Connecticut Technical High School System","ELL",103,93,90.3,"*","*",10,9.7
"Coventry School District","Non-ELL",153,132,86.3,10,6.5,11,7.2
"Cromwell School District","Non-ELL","*","*","*","*","*","*","*"
"Cromwell School District","ELL","*","*","*","*","*","*","*"
"Danbury School District","Non-ELL",644,518,80.4,66,10.2,60,9.3
"Danbury School District","ELL",113,63,55.8,26,23.0,24,21.2
"Darien School District","Non-ELL","*","*","*","*","*","*","*"
"Darien School District","ELL","*","*","*","*","*","*","*"
"Derby School District","Non-ELL",97,73,75.3,"*","*","*","*"
"Derby School District","ELL",9,7,77.8,"*","*","*","*"
"East Granby School District","Non-ELL",61,58,95.1,"*","*","*","*"
"East Haddam School District","Non-ELL","*","*","*","*","*","*","*"
"East Haddam School District","ELL","*","*","*","*","*","*","*"
"East Hampton School District","Non-ELL","*","*","*","*","*","*","*"
"East Hampton School District","ELL","*","*","*","*","*","*","*"
"East Hartford School District","Non-ELL",556,431,77.5,51,9.2,74,13.3
"East Hartford School District","ELL",35,22,62.9,6,17.1,7,20.0
"East Haven School District","Non-ELL",220,160,72.7,"*","*","*","*"
"East Haven School District","ELL",10,6,60.0,"*","*","*","*"
"East Lyme School District","Non-ELL",303,286,94.4,7,2.3,10,3.3
"East Windsor School District","Non-ELL",89,77,86.5,6,6.7,6,6.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-ELL","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","ELL","*","*","*","*","*","*","*"
"Ellington School District","Non-ELL","*","*","*","*","*","*","*"
"Ellington School District","ELL","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Non-ELL",19,15,78.9,"*","*","*","*"
"Enfield School District","Non-ELL","*","*","*","*","*","*","*"
"Enfield School District","ELL","*","*","*","*","*","*","*"
"Explorations District","Non-ELL",28,16,57.1,"*","*","*","*"
"Fairfield School District","Non-ELL",677,639,94.4,"*","*","*","*"
"Fairfield School District","ELL",13,11,84.6,"*","*","*","*"
"Farmington School District","Non-ELL","*","*","*","*","*","*","*"
"Farmington School District","ELL","*","*","*","*","*","*","*"
"Glastonbury School District","Non-ELL","*","*","*","*","*","*","*"
"Glastonbury School District","ELL","*","*","*","*","*","*","*"
"Granby School District","Non-ELL",189,184,97.4,"*","*","*","*"
"Greenwich School District","Non-ELL",616,573,93.0,"*","*","*","*"
"Greenwich School District","ELL",30,23,76.7,"*","*","*","*"
"Griswold School District","Non-ELL","*","*","*","*","*","*","*"
"Griswold School District","ELL","*","*","*","*","*","*","*"
"Groton School District","Non-ELL",334,275,82.3,"*","*","*","*"
"Groton School District","ELL",11,7,63.6,"*","*","*","*"
"Guilford School District","Non-ELL",287,280,97.6,"*","*","*","*"
"Hamden School District","Non-ELL",510,430,84.3,"*","*","*","*"
"Hamden School District","ELL",13,11,84.6,"*","*","*","*"
"Hartford School District","Non-ELL",1195,809,67.7,193,16.2,193,16.2
"Hartford School District","ELL",201,93,46.3,51,25.4,57,28.4
"Killingly School District","Non-ELL","*","*","*","*","*","*","*"
"Killingly School District","ELL","*","*","*","*","*","*","*"
"Lebanon School District","Non-ELL",132,116,87.9,"*","*","*","*"
"Ledyard School District","Non-ELL","*","*","*","*","*","*","*"
"Ledyard School District","ELL","*","*","*","*","*","*","*"
"Lisbon School District","Non-ELL","*","*","*","*","*","*","*"
"Litchfield School District","Non-ELL",103,100,97.1,"*","*","*","*"
"Madison School District","Non-ELL","*","*","*","*","*","*","*"
"Madison School District","ELL","*","*","*","*","*","*","*"
"Manchester School District","Non-ELL",502,367,73.1,"*","*","*","*"
"Manchester School District","ELL",16,12,75.0,"*","*","*","*"
"Meriden School District","Non-ELL",554,399,72.0,39,7.0,116,20.9
"Meriden School District","ELL",73,37,50.7,12,16.4,24,32.9
"Middletown School District","Non-ELL","*","*","*","*","*","*","*"
"Middletown School District","ELL","*","*","*","*","*","*","*"
"Milford School District","Non-ELL",507,436,86.0,"*","*","*","*"
"Milford School District","ELL",8,7,87.5,"*","*","*","*"
"Monroe School District","Non-ELL",339,334,98.5,"*","*","*","*"
"Montville School District","Non-ELL",213,183,85.9,"*","*","*","*"
"Montville School District","ELL",10,10,100.0,"*","*","*","*"
"Naugatuck School District","Non-ELL",361,304,84.2,"*","*","*","*"
"Naugatuck School District","ELL",7,6,85.7,"*","*","*","*"
"New Britain School District","Non-ELL",544,348,64.0,74,13.6,122,22.4
"New Britain School District","ELL",120,54,45.0,18,15.0,48,40.0
"New Canaan School District","Non-ELL","*","*","*","*","*","*","*"
"New Canaan School District","ELL","*","*","*","*","*","*","*"
"New Fairfield School District","Non-ELL","*","*","*","*","*","*","*"
"New Fairfield School District","ELL","*","*","*","*","*","*","*"
"New Haven School District","Non-ELL",1186,853,71.9,103,8.7,230,19.4
"New Haven School District","ELL",146,91,62.3,9,6.2,46,31.5
"New London School District","Non-ELL",186,116,62.4,29,15.6,41,22.0
"New London School District","ELL",53,32,60.4,8,15.1,13,24.5
"New Milford School District","Non-ELL","*","*","*","*","*","*","*"
"New Milford School District","ELL","*","*","*","*","*","*","*"
"Newington School District","Non-ELL",329,293,89.1,"*","*","*","*"
"Newington School District","ELL",9,8,88.9,"*","*","*","*"
"Newtown School District","Non-ELL","*","*","*","*","*","*","*"
"Newtown School District","ELL","*","*","*","*","*","*","*"
"North Branford School District","Non-ELL","*","*","*","*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*","*","*"
"North Haven School District","Non-ELL","*","*","*","*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*","*","*"
"North Stonington School District","Non-ELL",54,47,87.0,"*","*","*","*"
"Norwalk School District","Non-ELL",792,689,87.0,25,3.2,78,9.8
"Norwalk School District","ELL",81,52,64.2,11,13.6,18,22.2
"Norwich Free Academy District","Non-ELL",615,536,87.2,"*","*",70,11.4
"Norwich Free Academy District","ELL",30,19,63.3,"*","*",11,36.7
"Norwich School District","Non-ELL",67,15,22.4,18,26.9,34,50.7
"Old Saybrook School District","Non-ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*","*","*"
"Oxford School District","Non-ELL",146,134,91.8,"*","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*","*","*"
"Plymouth School District","Non-ELL",139,117,84.2,11,7.9,11,7.9
"Portland School District","Non-ELL","*","*","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*","*","*"
"Putnam School District","Non-ELL","*","*","*","*","*","*","*"
"Putnam School District","ELL","*","*","*","*","*","*","*"
"Regional School District 01","Non-ELL",140,132,94.3,"*","*","*","*"
"Regional School District 04","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 04","ELL","*","*","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*","*","*"
"Regional School District 07","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 07","ELL","*","*","*","*","*","*","*"
"Regional School District 08","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 08","ELL","*","*","*","*","*","*","*"
"Regional School District 09","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 09","ELL","*","*","*","*","*","*","*"
"Regional School District 10","Non-ELL",230,221,96.1,"*","*","*","*"
"Regional School District 11","Non-ELL",42,40,95.2,"*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*","*","*"
"Regional School District 13","Non-ELL",142,138,97.2,"*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*","*","*"
"Regional School District 17","Non-ELL",190,178,93.7,"*","*","*","*"
"Regional School District 18","Non-ELL",104,101,97.1,"*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*","*","*"
"Ridgefield School District","Non-ELL",443,435,98.2,"*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*","*","*"
"Shelton School District","Non-ELL",422,"*","*","*","*","*","*"
"Shelton School District","ELL",6,"*","*","*","*","*","*"
"Simsbury School District","Non-ELL","*","*","*","*","*","*","*"
"Simsbury School District","ELL","*","*","*","*","*","*","*"
"Somers School District","Non-ELL","*","*","*","*","*","*","*"
"Somers School District","ELL","*","*","*","*","*","*","*"
"South Windsor School District","Non-ELL",380,"*","*","*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*","*","*"
"Southington School District","Non-ELL",491,"*","*","*","*","*","*"
"Southington School District","ELL",7,"*","*","*","*","*","*"
"Stafford School District","Non-ELL",142,125,88.0,"*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*","*","*"
"Stamford School District","Non-ELL",1033,914,88.5,50,4.8,69,6.7
"Stamford School District","ELL",153,97,63.4,19,12.4,37,24.2
"Stonington School District","Non-ELL",182,168,92.3,"*","*","*","*"
"Stratford School District","Non-ELL",563,488,86.7,"*","*","*","*"
"Stratford School District","ELL",22,18,81.8,"*","*","*","*"
"Suffield School District","Non-ELL",207,188,90.8,6,2.9,13,6.3
"The Bridge Academy District","Non-ELL",42,32,76.2,"*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*","*","*"
"Thompson School District","Non-ELL",101,86,85.1,"*","*","*","*"
"Tolland School District","Non-ELL",230,222,96.5,"*","*","*","*"
"Torrington School District","Non-ELL",288,232,80.6,"*","*","*","*"
"Torrington School District","ELL",13,8,61.5,"*","*","*","*"
"Trumbull School District","Non-ELL",534,521,97.6,"*","*","*","*"
"Trumbull School District","ELL",9,7,77.8,"*","*","*","*"
"Unified School District #1","Non-ELL",512,"*","*",143,27.9,361,70.5
"Unified School District #1","ELL",19,"*","*",6,31.6,12,63.2
"Unified School District #2","Non-ELL",59,12,20.3,8,13.6,39,66.1
"Vernon School District","Non-ELL",254,208,81.9,"*","*","*","*"
"Vernon School District","ELL",12,10,83.3,"*","*","*","*"
"Wallingford School District","Non-ELL",519,480,92.5,"*","*","*","*"
"Wallingford School District","ELL",18,16,88.9,"*","*","*","*"
"Waterbury School District","Non-ELL",1113,713,64.1,62,5.6,338,30.4
"Waterbury School District","ELL",163,86,52.8,10,6.1,67,41.1
"Waterford School District","Non-ELL","*","*","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*","*","*"
"West Hartford School District","Non-ELL",717,669,93.3,"*","*","*","*"
"West Hartford School District","ELL",36,29,80.6,"*","*","*","*"
"West Haven School District","Non-ELL",367,264,71.9,"*","*",86,23.4
"West Haven School District","ELL",24,18,75.0,"*","*",6,25.0
"Westbrook School District","Non-ELL",82,75,91.5,"*","*","*","*"
"Weston School District","Non-ELL",191,190,99.5,"*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*","*","*"
"Wethersfield School District","Non-ELL",281,254,90.4,"*","*","*","*"
"Wethersfield School District","ELL",11,10,90.9,"*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*","*","*"
"Windham School District","Non-ELL",136,101,74.3,10,7.4,25,18.4
"Windham School District","ELL",45,26,57.8,9,20.0,10,22.2
"Windsor Locks School District","Non-ELL","*","*","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*","*","*"
"Windsor School District","Non-ELL",315,"*","*","*","*","*","*"
"Windsor School District","ELL",6,"*","*","*","*","*","*"
"Wolcott School District","Non-ELL",219,205,93.6,7,3.2,7,3.2
"Woodstock Academy District","Non-ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*","*","*"

