"Four-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,"Graduates",,"Non-Graduates",,,
"East Lyme School District","Non-ELL",325,313,96.3,"*","*","*","*"
"East Windsor School District","Non-ELL","*","*","*","*","*","*","*"
"East Windsor School District","ELL","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-ELL","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","ELL","*","*","*","*","*","*","*"
"Ellington School District","Non-ELL","*","*","*","*","*","*","*"
"Ellington School District","ELL","*","*","*","*","*","*","*"
"Enfield School District","Non-ELL","*","*","*","*","*","*","*"
"Enfield School District","ELL","*","*","*","*","*","*","*"
"Explorations District","Non-ELL",34,18,52.9,8,23.5,8,23.5
"Fairfield School District","Non-ELL",642,604,94.1,"*","*","*","*"
"Fairfield School District","ELL",14,8,57.1,"*","*","*","*"
"Farmington School District","Non-ELL","*","*","*","*","*","*","*"
"Farmington School District","ELL","*","*","*","*","*","*","*"
"Glastonbury School District","Non-ELL","*","*","*","*","*","*","*"
"Glastonbury School District","ELL","*","*","*","*","*","*","*"
"Granby School District","Non-ELL",194,188,96.9,"*","*","*","*"
"Greenwich School District","Non-ELL",602,573,95.2,"*","*","*","*"
"Greenwich School District","ELL",30,24,80.0,"*","*","*","*"
"Griswold School District","Non-ELL",200,162,81.0,14,7.0,24,12.0
"Groton School District","Non-ELL",329,"*","*","*","*","*","*"
"Groton School District","ELL",7,"*","*","*","*","*","*"
"Guilford School District","Non-ELL","*","*","*","*","*","*","*"
"Guilford School District","ELL","*","*","*","*","*","*","*"
"Hamden School District","Non-ELL",575,478,83.1,"*","*","*","*"
"Hamden School District","ELL",11,10,90.9,"*","*","*","*"
"Hartford School District","Non-ELL",1346,892,66.3,148,11.0,306,22.7
"Hartford School District","ELL",257,121,47.1,35,13.6,100,38.9
"Killingly School District","Non-ELL","*","*","*","*","*","*","*"
"Killingly School District","ELL","*","*","*","*","*","*","*"
"Lebanon School District","Non-ELL",160,148,92.5,"*","*","*","*"
"Ledyard School District","Non-ELL","*","*","*","*","*","*","*"
"Ledyard School District","ELL","*","*","*","*","*","*","*"
"Lisbon School District","Non-ELL","*","*","*","*","*","*","*"
"Litchfield School District","Non-ELL","*","*","*","*","*","*","*"
"Litchfield School District","ELL","*","*","*","*","*","*","*"
"Madison School District","Non-ELL",317,306,96.5,"*","*","*","*"
"Manchester School District","Non-ELL",505,360,71.3,"*","*",88,17.4
"Manchester School District","ELL",29,20,69.0,"*","*",6,20.7
"Meriden School District","Non-ELL",592,422,71.3,"*","*",120,20.3
"Meriden School District","ELL",38,18,47.4,"*","*",16,42.1
"Middletown School District","Non-ELL","*","*","*","*","*","*","*"
"Middletown School District","ELL","*","*","*","*","*","*","*"
"Milford School District","Non-ELL",483,424,87.8,"*","*","*","*"
"Milford School District","ELL",9,8,88.9,"*","*","*","*"
"Monroe School District","Non-ELL",367,356,97.0,"*","*","*","*"
"Montville School District","Non-ELL",199,"*","*","*","*","*","*"
"Montville School District","ELL",6,"*","*","*","*","*","*"
"Naugatuck School District","Non-ELL",348,293,84.2,"*","*","*","*"
"Naugatuck School District","ELL",22,13,59.1,"*","*","*","*"
"New Britain School District","Non-ELL",625,338,54.1,114,18.2,173,27.7
"New Britain School District","ELL",133,51,38.3,31,23.3,51,38.3
"New Canaan School District","Non-ELL","*","*","*","*","*","*","*"
"New Canaan School District","ELL","*","*","*","*","*","*","*"
"New Fairfield School District","Non-ELL",241,219,90.9,12,5.0,9,3.7
"New Haven School District","Non-ELL",1303,865,66.4,138,10.6,300,23.0
"New Haven School District","ELL",147,62,42.2,21,14.3,64,43.5
"New London School District","Non-ELL",215,136,63.3,41,19.1,38,17.7
"New London School District","ELL",47,28,59.6,7,14.9,12,25.5
"New Milford School District","Non-ELL",397,"*","*","*","*","*","*"
"New Milford School District","ELL",6,"*","*","*","*","*","*"
"Newington School District","Non-ELL",407,"*","*","*","*","*","*"
"Newington School District","ELL",6,"*","*","*","*","*","*"
"Newtown School District","Non-ELL","*","*","*","*","*","*","*"
"Newtown School District","ELL","*","*","*","*","*","*","*"
"North Branford School District","Non-ELL","*","*","*","*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*","*","*"
"North Haven School District","Non-ELL","*","*","*","*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*","*","*"
"North Stonington School District","Non-ELL","*","*","*","*","*","*","*"
"North Stonington School District","ELL","*","*","*","*","*","*","*"
"Norwalk School District","Non-ELL",800,686,85.8,43,5.4,71,8.9
"Norwalk School District","ELL",99,71,71.7,15,15.2,13,13.1
"Norwich Free Academy District","Non-ELL",602,486,80.7,"*","*","*","*"
"Norwich Free Academy District","ELL",35,32,91.4,"*","*","*","*"
"Norwich School District","Non-ELL","*","*","*","*","*","*","*"
"Norwich School District","ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","Non-ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*","*","*"
"Oxford School District","Non-ELL",155,147,94.8,"*","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*","*","*"
"Plymouth School District","Non-ELL",140,126,90.0,"*","*","*","*"
"Portland School District","Non-ELL","*","*","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*","*","*"
"Putnam School District","Non-ELL","*","*","*","*","*","*","*"
"Putnam School District","ELL","*","*","*","*","*","*","*"
"Regional School District 01","Non-ELL",138,115,83.3,8,5.8,15,10.9
"Regional School District 04","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 04","ELL","*","*","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*","*","*"
"Regional School District 07","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 07","ELL","*","*","*","*","*","*","*"
"Regional School District 08","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 08","ELL","*","*","*","*","*","*","*"
"Regional School District 09","Non-ELL",220,210,95.5,"*","*","*","*"
"Regional School District 10","Non-ELL",177,169,95.5,"*","*","*","*"
"Regional School District 11","Non-ELL",38,27,71.1,"*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*","*","*"
"Regional School District 13","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 13","ELL","*","*","*","*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*","*","*"
"Regional School District 17","Non-ELL",181,168,92.8,"*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*","*","*"
"Ridgefield School District","Non-ELL",434,417,96.1,11,2.5,6,1.4
"Rocky Hill School District","Non-ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*","*","*"
"Seymour School District","Non-ELL",183,151,82.5,"*","*","*","*"
"Seymour School District","ELL",6,6,100.0,"*","*","*","*"
"Shelton School District","Non-ELL",392,343,87.5,"*","*","*","*"
"Shelton School District","ELL",9,9,100.0,"*","*","*","*"
"Simsbury School District","Non-ELL",349,331,94.8,"*","*","*","*"
"Simsbury School District","ELL",9,9,100.0,"*","*","*","*"
"Somers School District","Non-ELL",145,137,94.5,"*","*","*","*"
"South Windsor School District","Non-ELL",419,380,90.7,"*","*","*","*"
"South Windsor School District","ELL",6,6,100.0,"*","*","*","*"
"Southington School District","Non-ELL","*","*","*","*","*","*","*"
"Southington School District","ELL","*","*","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*","*","*"
"Stamford School District","Non-ELL",1062,924,87.0,74,7.0,64,6.0
"Stamford School District","ELL",127,90,70.9,18,14.2,19,15.0
"Stonington School District","Non-ELL","*","*","*","*","*","*","*"
"Stonington School District","ELL","*","*","*","*","*","*","*"
"Stratford School District","Non-ELL",558,490,87.8,"*","*","*","*"
"Stratford School District","ELL",23,22,95.7,"*","*","*","*"
"Suffield School District","Non-ELL",215,204,94.9,"*","*","*","*"
"The Bridge Academy District","Non-ELL",28,24,85.7,"*","*","*","*"
"The Gilbert School District","Non-ELL",75,58,77.3,8,10.7,9,12.0
"Thomaston School District","Non-ELL","*","*","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*","*","*"
"Thompson School District","Non-ELL",95,84,88.4,"*","*","*","*"
"Tolland School District","Non-ELL",224,207,92.4,"*","*","*","*"
"Torrington School District","Non-ELL",270,211,78.1,"*","*","*","*"
"Torrington School District","ELL",13,8,61.5,"*","*","*","*"
"Trumbull School District","Non-ELL","*","*","*","*","*","*","*"
"Trumbull School District","ELL","*","*","*","*","*","*","*"
"Unified School District #1","Non-ELL",537,"*","*",168,31.3,350,65.2
"Unified School District #1","ELL",18,"*","*",6,33.3,12,66.7
"Unified School District #2","Non-ELL",50,15,30.0,20,40.0,15,30.0
"Vernon School District","Non-ELL",282,230,81.6,"*","*","*","*"
"Vernon School District","ELL",8,7,87.5,"*","*","*","*"
"Wallingford School District","Non-ELL",546,476,87.2,"*","*","*","*"
"Wallingford School District","ELL",15,12,80.0,"*","*","*","*"
"Waterbury School District","Non-ELL",1136,784,69.0,"*","*",294,25.9
"Waterbury School District","ELL",173,76,43.9,"*","*",92,53.2
"Waterford School District","Non-ELL","*","*","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*","*","*"
"West Hartford School District","Non-ELL",793,720,90.8,"*","*","*","*"
"West Hartford School District","ELL",36,29,80.6,"*","*","*","*"
"West Haven School District","Non-ELL",437,298,68.2,"*","*",107,24.5
"West Haven School District","ELL",23,15,65.2,"*","*",8,34.8
"Westbrook School District","Non-ELL",75,71,94.7,"*","*","*","*"
"Weston School District","Non-ELL",195,192,98.5,"*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*","*","*"
"Wethersfield School District","Non-ELL",294,268,91.2,"*","*","*","*"
"Wethersfield School District","ELL",11,10,90.9,"*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*","*","*"
"Windham School District","Non-ELL",222,145,65.3,36,16.2,41,18.5
"Windham School District","ELL",45,18,40.0,10,22.2,17,37.8
"Windsor Locks School District","Non-ELL","*","*","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*","*","*"
"Windsor School District","Non-ELL","*","*","*","*","*","*","*"
"Windsor School District","ELL","*","*","*","*","*","*","*"
"Wolcott School District","Non-ELL","*","*","*","*","*","*","*"
"Wolcott School District","ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*","*","*"

