"Four-Year Graduation Rates, 2018-19"
"All Districts, English Learner Status"

"",,,,"Graduates",
"East Lyme School District","=""0450011""","ELL","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL",6,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL",67,"*","*"
"Ellington School District","=""0480011""","Non-ELL",201,196,97.5
"Elm City College Preparatory School District","=""2890013""","ELL","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*"
"Explorations District","=""2720013""","Non-ELL",31,26,83.9
"Fairfield School District","=""0510011""","ELL",24,23,95.8
"Fairfield School District","=""0510011""","Non-ELL",762,729,95.7
"Farmington School District","=""0520011""","ELL",6,"*","*"
"Farmington School District","=""0520011""","Non-ELL",277,"*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*"
"Granby School District","=""0560011""","ELL","*","*","*"
"Granby School District","=""0560011""","Non-ELL","*","*","*"
"Greenwich School District","=""0570011""","ELL",24,16,66.7
"Greenwich School District","=""0570011""","Non-ELL",658,637,96.8
"Griswold School District","=""0580011""","ELL","*","*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*","*"
"Groton School District","=""0590011""","ELL",13,9,"*"
"Groton School District","=""0590011""","Non-ELL",281,244,86.8
"Guilford School District","=""0600011""","ELL","*","*","*"
"Guilford School District","=""0600011""","Non-ELL","*","*","*"
"Hamden School District","=""0620011""","ELL",16,10,"*"
"Hamden School District","=""0620011""","Non-ELL",386,331,85.8
"Hartford School District","=""0640011""","ELL",262,157,59.9
"Hartford School District","=""0640011""","Non-ELL",1114,841,75.5
"Highville Charter School District","=""2860013""","Non-ELL",13,12,"*"
"Jumoke Academy District","=""2610013""","Non-ELL",16,13,"*"
"Killingly School District","=""0690011""","Non-ELL",214,178,83.2
"Learn","=""2450014""","ELL","*","*","*"
"Learn","=""2450014""","Non-ELL","*","*","*"
"Lebanon School District","=""0710011""","ELL","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL",73,72,98.6
"Madison School District","=""0760011""","ELL","*","*","*"
"Madison School District","=""0760011""","Non-ELL","*","*","*"
"Manchester School District","=""0770011""","ELL",29,25,86.2
"Manchester School District","=""0770011""","Non-ELL",453,371,81.9
"Meriden School District","=""0800011""","ELL",85,61,71.8
"Meriden School District","=""0800011""","Non-ELL",502,409,81.5
"Middletown School District","=""0830011""","ELL",6,"*","*"
"Middletown School District","=""0830011""","Non-ELL",335,"*","*"
"Milford School District","=""0840011""","ELL",9,9,"*"
"Milford School District","=""0840011""","Non-ELL",449,415,92.4
"Monroe School District","=""0850011""","Non-ELL",243,237,97.5
"Montville School District","=""0860011""","ELL",6,"*","*"
"Montville School District","=""0860011""","Non-ELL",151,"*","*"
"Naugatuck School District","=""0880011""","ELL",11,9,"*"
"Naugatuck School District","=""0880011""","Non-ELL",297,255,85.9
"New Britain School District","=""0890011""","ELL",130,94,72.3
"New Britain School District","=""0890011""","Non-ELL",538,426,79.2
"New Canaan School District","=""0900011""","ELL","*","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*"
"New Haven School District","=""0930011""","ELL",191,134,70.2
"New Haven School District","=""0930011""","Non-ELL",1271,1049,82.5
"New London School District","=""0950011""","ELL",58,41,70.7
"New London School District","=""0950011""","Non-ELL",214,175,81.8
"New Milford School District","=""0960011""","ELL",7,"*","*"
"New Milford School District","=""0960011""","Non-ELL",310,"*","*"
"Newington School District","=""0940011""","ELL",9,7,"*"
"Newington School District","=""0940011""","Non-ELL",328,313,95.4
"Newtown School District","=""0970011""","Non-ELL",409,395,96.6
"North Branford School District","=""0990011""","Non-ELL",129,122,94.6
"North Haven School District","=""1010011""","ELL",6,6,"*"
"North Haven School District","=""1010011""","Non-ELL",250,235,94.0
"North Stonington School District","=""1020011""","Non-ELL",46,42,91.3
"Norwalk School District","=""1030011""","ELL",116,76,65.5
"Norwalk School District","=""1030011""","Non-ELL",745,702,94.2
"Norwich Free Academy District","=""9010022""","ELL",62,45,72.6
"Norwich Free Academy District","=""9010022""","Non-ELL",537,465,86.6
"Old Saybrook School District","=""1060011""","ELL","*","*","*"
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*"
"Oxford School District","=""1080011""","ELL","*","*","*"
"Oxford School District","=""1080011""","Non-ELL","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*"
"Plainfield School District","=""1090011""","Non-ELL","*","*","*"
"Plainville School District","=""1100011""","ELL",6,"*","*"
"Plainville School District","=""1100011""","Non-ELL",180,"*","*"
"Plymouth School District","=""1110011""","ELL","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL","*","*","*"
"Portland School District","=""1130011""","Non-ELL",105,95,90.5
"Putnam School District","=""1160011""","ELL","*","*","*"
"Putnam School District","=""1160011""","Non-ELL","*","*","*"
"Regional School District 01","=""2010012""","ELL","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL","*","*","*"
"Regional School District 04","=""2040012""","ELL","*","*","*"
"Regional School District 04","=""2040012""","Non-ELL","*","*","*"
"Regional School District 05","=""2050012""","ELL","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL",89,87,97.8
"Regional School District 07","=""2070012""","Non-ELL",202,189,93.6
"Regional School District 08","=""2080012""","ELL","*","*","*"
"Regional School District 08","=""2080012""","Non-ELL","*","*","*"
"Regional School District 09","=""2090012""","Non-ELL",235,227,96.6
"Regional School District 10","=""2100012""","Non-ELL",198,191,96.5
"Regional School District 11","=""2110012""","ELL","*","*","*"
"Regional School District 11","=""2110012""","Non-ELL","*","*","*"
"Regional School District 12","=""2120012""","ELL","*","*","*"
"Regional School District 12","=""2120012""","Non-ELL","*","*","*"
"Regional School District 13","=""2130012""","ELL","*","*","*"
"Regional School District 13","=""2130012""","Non-ELL","*","*","*"
"Regional School District 14","=""2140012""","ELL","*","*","*"
"Regional School District 14","=""2140012""","Non-ELL","*","*","*"
"Regional School District 15","=""2150012""","ELL","*","*","*"
"Regional School District 15","=""2150012""","Non-ELL","*","*","*"
"Regional School District 16","=""2160012""","ELL","*","*","*"
"Regional School District 16","=""2160012""","Non-ELL","*","*","*"
"Regional School District 17","=""2170012""","Non-ELL",160,157,98.1
"Regional School District 18","=""2180012""","Non-ELL",114,113,99.1
"Regional School District 19","=""2190012""","ELL",10,10,"*"
"Regional School District 19","=""2190012""","Non-ELL",282,259,91.8
"Ridgefield School District","=""1180011""","ELL","*","*","*"
"Ridgefield School District","=""1180011""","Non-ELL","*","*","*"
"Rocky Hill School District","=""1190011""","ELL","*","*","*"
"Rocky Hill School District","=""1190011""","Non-ELL","*","*","*"
"Seymour School District","=""1240011""","ELL","*","*","*"
"Seymour School District","=""1240011""","Non-ELL","*","*","*"
"Shelton School District","=""1260011""","ELL",12,11,"*"
"Shelton School District","=""1260011""","Non-ELL",366,331,90.4
"Simsbury School District","=""1280011""","ELL","*","*","*"
"Simsbury School District","=""1280011""","Non-ELL","*","*","*"
"Somers School District","=""1290011""","Non-ELL",131,121,92.4
"South Windsor School District","=""1320011""","ELL","*","*","*"
"South Windsor School District","=""1320011""","Non-ELL","*","*","*"
"Southington School District","=""1310011""","ELL",7,7,"*"
"Southington School District","=""1310011""","Non-ELL",467,434,92.9
"Stafford School District","=""1340011""","Non-ELL",96,93,96.9
"Stamford Academy District","=""2820013""","ELL",12,"*","*"
"Stamford Academy District","=""2820013""","Non-ELL",67,"*","*"
"Stamford School District","=""1350011""","ELL",200,129,64.5
"Stamford School District","=""1350011""","Non-ELL",957,875,91.4
"Stonington School District","=""1370011""","ELL","*","*","*"
"Stonington School District","=""1370011""","Non-ELL","*","*","*"
"Stratford School District","=""1380011""","ELL",24,20,83.3
"Stratford School District","=""1380011""","Non-ELL",496,459,92.5
"Suffield School District","=""1390011""","ELL","*","*","*"
"Suffield School District","=""1390011""","Non-ELL","*","*","*"
"The Bridge Academy District","=""2690013""","ELL","*","*","*"
"The Bridge Academy District","=""2690013""","Non-ELL","*","*","*"
"The Gilbert School District","=""9020022""","ELL","*","*","*"
"The Gilbert School District","=""9020022""","Non-ELL","*","*","*"
"The Woodstock Academy District","=""9030022""","Non-ELL",316,306,96.8
"Thomaston School District","=""1400011""","Non-ELL",71,66,93.0
"Thompson School District","=""1410011""","Non-ELL",72,60,83.3
"Tolland School District","=""1420011""","ELL","*","*","*"
"Tolland School District","=""1420011""","Non-ELL","*","*","*"
"Torrington School District","=""1430011""","ELL",14,10,"*"
"Torrington School District","=""1430011""","Non-ELL",219,180,82.2
"Trumbull School District","=""1440011""","ELL","*","*","*"
"Trumbull School District","=""1440011""","Non-ELL","*","*","*"
"Unified School District #1","=""3360015""","ELL",24,"*","*"
"Unified School District #1","=""3360015""","Non-ELL",486,"*","*"
"Unified School District #2","=""3470015""","ELL","*","*","*"
"Unified School District #2","=""3470015""","Non-ELL","*","*","*"
"Vernon School District","=""1460011""","ELL",11,11,"*"
"Vernon School District","=""1460011""","Non-ELL",199,168,84.4
"Wallingford School District","=""1480011""","ELL",15,14,"*"
"Wallingford School District","=""1480011""","Non-ELL",447,418,93.5
"Waterbury School District","=""1510011""","ELL",185,138,74.6
"Waterbury School District","=""1510011""","Non-ELL",1041,869,83.5
"Waterford School District","=""1520011""","ELL","*","*","*"
"Waterford School District","=""1520011""","Non-ELL","*","*","*"
"Watertown School District","=""1530011""","ELL","*","*","*"
"Watertown School District","=""1530011""","Non-ELL","*","*","*"
"West Hartford School District","=""1550011""","ELL",25,21,84.0
"West Hartford School District","=""1550011""","Non-ELL",750,709,94.5
"West Haven School District","=""1560011""","ELL",47,39,83.0
"West Haven School District","=""1560011""","Non-ELL",397,330,83.1
"Westbrook School District","=""1540011""","ELL","*","*","*"
"Westbrook School District","=""1540011""","Non-ELL","*","*","*"
"Weston School District","=""1570011""","ELL","*","*","*"
"Weston School District","=""1570011""","Non-ELL","*","*","*"
"Westport School District","=""1580011""","ELL","*","*","*"
"Westport School District","=""1580011""","Non-ELL","*","*","*"
"Wethersfield School District","=""1590011""","ELL","*","*","*"
"Wethersfield School District","=""1590011""","Non-ELL","*","*","*"
"Wilton School District","=""1610011""","ELL","*","*","*"
"Wilton School District","=""1610011""","Non-ELL","*","*","*"
"Windham School District","=""1630011""","ELL",54,34,63.0
"Windham School District","=""1630011""","Non-ELL",117,95,81.2
"Windsor Locks School District","=""1650011""","ELL","*","*","*"
"Windsor Locks School District","=""1650011""","Non-ELL","*","*","*"
"Windsor School District","=""1640011""","ELL",13,11,"*"
"Windsor School District","=""1640011""","Non-ELL",277,242,87.4
"Wolcott School District","=""1660011""","ELL","*","*","*"
"Wolcott School District","=""1660011""","Non-ELL","*","*","*"

